State Vector Calculation


Calculation Inputs

Calculation type     = State Vector
Target type          = Object
Target               = sun
Observer type        = Object
Observer             = earth
Reference frame      = ITRF93
Light propagation    = No correction
Time system          = UTC
Time format          = Calendar date and time
Time range           = Jan 1 2016 00:00:00 to Dec 31 2017 00:00:00
Step                 = 1 hours
State representation = Rectangular


State Vector Results

UTC calendar date               Distance (km)       Speed (km/s)    X (km)               Y (km)               Z (km)              dX/dt (km/s)     dY/dt (km/s)     dZ/dt (km/s)  Time at Target                  Light Time (s)
2017-10-26 15:59:59.000000 UTC  148696451.82855362  10551.41504777    63588217.00670932  -130405032.39112236  -32583753.18129179   -9485.14466010   -4622.15247291   -9.83893260  2017-10-26 15:59:59.000000 UTC    495.99797413
2017-10-26 16:59:59.000000 UTC  148694735.38469294  10550.70453614    27665831.43534718  -142410381.21072975  -32619157.33935269  -10357.58534128   -2009.40177076   -9.83009844  2017-10-26 16:59:59.000000 UTC    495.99224869
2017-10-26 17:59:59.000000 UTC  148693019.31650084  10549.99365775   -10137235.61149596  -144708438.20986494  -32654530.44335526  -10524.00848274     739.94267857   -9.82172429  2017-10-26 17:59:59.000000 UTC    495.98652451
2017-10-26 18:59:59.000000 UTC  148691303.62729803  10549.28241394   -47244341.52939730  -137143895.47614616  -32689874.60157809   -9973.16772592    3438.48638854   -9.81405461  2017-10-26 18:59:59.000000 UTC    495.98080158
2017-10-26 19:59:59.000000 UTC  148689588.32041225  10548.57080541   -81126625.46822648  -120233631.22064500  -32725192.71951992   -8742.70191934    5902.32267869   -9.80728532  2017-10-26 19:59:59.000000 UTC    495.97507993
2017-10-26 20:59:59.000000 UTC  148687873.39917788  10547.85883368  -109475351.15051875   -95131391.20595074  -32760488.30009899   -6916.56320892    7963.56599031   -9.80155050  2017-10-26 20:59:59.000000 UTC    495.96935957
2017-10-26 21:59:59.000000 UTC  148686158.86693606  10547.14650097  -130359223.87913980   -63549070.59082498  -32795765.20336732   -4619.28908831    9481.79158450   -9.79691337  2017-10-26 21:59:59.000000 UTC    495.96364051
2017-10-26 22:59:59.000000 UTC  148684444.72703487  10546.43380845  -142355962.16685253   -27639967.08313172  -32831027.38233650   -2007.50922801   10353.60212030   -9.79336206  2017-10-26 22:59:59.000000 UTC    495.95792275
2017-10-26 23:59:59.000000 UTC  148682730.98282892  10545.72075697  -144649160.57318324    10148032.72291236  -32866278.61259048     740.73369643   10519.66938715   -9.79081042  2017-10-26 23:59:59.000000 UTC    495.95220632
2017-10-27 00:59:59.000000 UTC  148681017.63767982  10545.00734827  -137083847.04556343    47239323.86980622  -32901522.23360160    3438.12105780    9968.77162646   -9.78910371  2017-10-27 00:59:59.000000 UTC    495.94649121
2017-10-27 01:59:59.000000 UTC  148679304.69495577  10544.29358322  -120176954.09499566    81106134.96593583  -32936760.92016652    5900.82583500    8738.55170086   -9.78802960  2017-10-27 01:59:59.000000 UTC    495.94077745
2017-10-27 02:59:59.000000 UTC  148677592.15803173  10543.57946344   -95081996.39652534   109440795.94892395  -32971996.50047229    7961.04044062    6912.94490161   -9.78733274  2017-10-27 02:59:59.000000 UTC    495.93506504
2017-10-27 03:59:59.000000 UTC  148675880.03028950  10542.86498912   -63510368.48284189   130312981.61285165  -33007229.83110308    9478.41104340    4616.45215411   -9.78673169  2017-10-27 03:59:59.000000 UTC    495.92935400
2017-10-27 04:59:59.000000 UTC  148674168.31511740  10542.15016495   -27614632.30484198   142301216.42229986  -33042460.73757232   10349.59926584    2005.64936421   -9.78593846  2017-10-27 04:59:59.000000 UTC    495.92364433
2017-10-27 05:59:59.000000 UTC  148672457.01591066  10541.43498845    10158245.79034598   144589681.76349822  -33077688.02593426   10515.31983986    -741.48805881   -9.78467787  2017-10-27 05:59:59.000000 UTC    495.91793605
2017-10-27 06:59:59.000000 UTC  148670746.13607106  10540.71946385    47233702.24735055   137023732.79439825  -33112909.56340245    9964.37497627   -3437.71762170   -9.78270651  2017-10-27 06:59:59.000000 UTC    495.91222917
2017-10-27 07:59:59.000000 UTC  148669035.67900714  10540.00359043    81085056.49834621   120120346.99506359  -33148122.42301850    8734.41086766   -5899.29206228   -9.77982907  2017-10-27 07:59:59.000000 UTC    495.90652370
2017-10-27 08:59:59.000000 UTC  148667325.64813423  10539.28737051   109405703.57904327    95032798.59592047  -33183323.08208635    6909.34526706   -7958.48168248   -9.77591180  2017-10-27 08:59:59.000000 UTC    495.90081965
2017-10-27 09:59:59.000000 UTC  148665616.04687405  10538.57080618   130266284.27581915    63471972.74646216  -33218507.66124826    4613.64189312   -9475.00330599   -9.77089142  2017-10-27 09:59:59.000000 UTC    495.89511704
2017-10-27 10:59:59.000000 UTC  148663906.87865523  10537.85389769   142246123.33748716    27589688.10871111  -33253672.18738269    2003.82233233  -10345.57709742   -9.76477941  2017-10-27 10:59:59.000000 UTC    495.88941587
2017-10-27 11:59:59.000000 UTC  148662198.14691296  10537.13664672   144529981.54863444   -10168015.02764592  -33288812.86289683    -742.20569416  -10510.96019436   -9.75766125  2017-10-27 11:59:59.000000 UTC    495.88371615
2017-10-27 12:59:59.000000 UTC  148660489.85508907  10536.41905559   136963532.59303653   -47227618.17008807  -33323926.32286344   -3437.27609523   -9959.97813772   -9.74969043  2017-10-27 12:59:59.000000 UTC    495.87801790
2017-10-27 13:59:59.000000 UTC  148658782.00663203  10535.70112564   120063789.58232352   -81063532.86051483  -33359009.86239116   -5897.72146227   -8730.27977064   -9.74107805  2017-10-27 13:59:59.000000 UTC    495.87232113
2017-10-27 14:59:59.000000 UTC  148657074.60499670  10534.98285781    94983776.94620839  -109370218.04740728  -33394061.61896273   -7955.88989942   -6905.76462162   -9.73207833  2017-10-27 14:59:59.000000 UTC    495.86662585
2017-10-27 15:59:59.000000 UTC  148655367.65364507  10534.26425368    63433861.74010921  -130219276.91668200  -33429080.69740441   -9471.56862019   -4610.85856465   -9.72297137  2017-10-27 15:59:59.000000 UTC    495.86093208
2017-10-27 16:59:59.000000 UTC  148653661.15604505  10533.54531511    27565111.85093522  -142190828.77684632  -33464067.22882411  -10341.53591778   -2002.02832252   -9.71404397  2017-10-27 16:59:59.000000 UTC    495.85523981
2017-10-27 17:59:59.000000 UTC  148651955.11567152  10532.82604354   -10177364.22914280  -144470206.33338606  -33499022.35958298  -10506.59078497     742.88649369   -9.70557015  2017-10-27 17:59:59.000000 UTC    495.84954908
2017-10-27 18:59:59.000000 UTC  148650249.53600577  10532.10644013   -47221096.66644736  -136903393.07986978  -33533948.17127087   -9955.58145607    3436.79645756   -9.69779251  2017-10-27 18:59:59.000000 UTC    495.84385987
2017-10-27 19:59:59.000000 UTC  148648544.42053570  10531.38650645   -81041590.30476992  -120007428.41275942  -33568847.53717679   -8726.15873976    5896.11410024   -9.69090575  2017-10-27 19:59:59.000000 UTC    495.83817222
2017-10-27 20:59:59.000000 UTC  148646839.77275560  10530.66624432  -109334366.73286721   -94935077.62642747  -33603723.92480272   -6902.20325976    7953.26523575   -9.68504340  2017-10-27 20:59:59.000000 UTC    495.83248613
2017-10-27 21:59:59.000000 UTC  148645135.59616640  10529.94565521  -130171987.88340776   -63396180.99352770  -33638581.15795782   -4608.10240995    9468.10720121   -9.68026879  2017-10-27 21:59:59.000000 UTC    495.82680161
2017-10-27 22:59:59.000000 UTC  148643431.89427520  10529.22474012  -142135361.83190954   -27541048.18695000  -33673423.15512754   -2000.26750407   10337.47599292   -9.67657091  2017-10-27 22:59:59.000000 UTC    495.82111867
2017-10-27 23:59:59.000000 UTC  148641728.67059577  10528.50350004  -144410385.67342505    10186149.75842390  -33708253.66189431     743.53037006   10502.21190776   -9.67386523  2017-10-27 23:59:59.000000 UTC    495.81543733
2017-10-28 00:59:59.000000 UTC  148640025.92864830  10527.78193668  -136843343.97138940    47213995.18386544  -33743075.99456770    3436.27870751    9951.18523609   -9.67199910  2017-10-28 00:59:59.000000 UTC    495.80975759
2017-10-28 01:59:59.000000 UTC  148638323.67195934  10527.06005229  -119951293.04964207    81019087.36151400  -33777892.81225806    5894.47006230    8722.04806829   -9.67076224  2017-10-28 01:59:59.000000 UTC    495.80407947
2017-10-28 02:59:59.000000 UTC  148636621.90406170  10526.33784774   -94886729.74053410   109298009.16539481  -33812705.93547799    7950.60785863    6898.66143945   -9.66990183  2017-10-28 02:59:59.000000 UTC    495.79840299
2017-10-28 03:59:59.000000 UTC  148634920.62849450  10525.61532468   -63358958.87929612   130124277.54078332  -33847516.22290355    9464.61928401    4605.37363083   -9.66913907  2017-10-28 03:59:59.000000 UTC    495.79272814
2017-10-28 04:59:59.000000 UTC  148633219.84880343  10524.89248286   -27517524.55298089   142079583.46850485  -33882323.51116128   10333.39760861    1998.54000816   -9.66818850  2017-10-28 04:59:59.000000 UTC    495.78705495
2017-10-28 05:59:59.000000 UTC  148631519.56854000  10524.16932529    10194345.27436530   144350380.86240193  -33917126.62593678   10497.82388204    -744.13727392   -9.66677710  2017-10-28 05:59:59.000000 UTC    495.78138343
2017-10-28 06:59:59.000000 UTC  148629819.79126248  10523.44585359    47206288.55961178   136783246.57972315  -33951923.46127804    9946.78980817   -3435.72288461   -9.66466314  2017-10-28 06:59:59.000000 UTC    495.77571358
2017-10-28 07:59:59.000000 UTC  148628120.52053490  10522.72206815    80996000.03729615   119895244.50334333  -33986711.12226795    8717.94807120   -5892.78947560   -9.66165262  2017-10-28 07:59:59.000000 UTC    495.77004542
2017-10-28 08:59:59.000000 UTC  148626421.75992766  10521.99797067   109261122.42668785    94838593.69108585  -34021486.12152849    6895.13943839   -7947.91797583   -9.65761225  2017-10-28 08:59:59.000000 UTC    495.76437897
2017-10-28 09:59:59.000000 UTC  148624723.51301727  10521.27356290   130076123.87235619    63322054.92834735  -34056244.61557131    4602.67244862   -9461.10514400   -9.65247862  2017-10-28 09:59:59.000000 UTC    495.75871423
2017-10-28 10:59:59.000000 UTC  148623025.78338623  10520.54884621   142023472.34414917    27494399.37902090  -34090982.66560637    1996.84598398  -10329.30109404   -9.64626246  2017-10-28 10:59:59.000000 UTC    495.75305121
2017-10-28 11:59:59.000000 UTC  148621328.57462305  10519.82382208   144290170.94620690   -10202093.59361402  -34125696.50435872    -744.70714000  -10493.42706707   -9.63904779  2017-10-28 11:59:59.000000 UTC    495.74738993
2017-10-28 12:59:59.000000 UTC  148619631.89032242  10519.09849209   136723080.02840433   -47198120.91949447  -34160382.79103839   -3435.12901100   -9942.39553669   -9.63098617  2017-10-28 12:59:59.000000 UTC    495.74173040
2017-10-28 13:59:59.000000 UTC  148617935.73408493  10518.37285774   119839261.66164320   -80972473.74983795  -34195038.83730228   -5891.07244866   -8713.85909863   -9.62228642  2017-10-28 13:59:59.000000 UTC    495.73607263
2017-10-28 14:59:59.000000 UTC  148616240.10951677  10517.64692063    94790647.82998039  -109223853.13495493  -34229662.78852266   -7945.19577622   -6891.63757107   -9.61320025  2017-10-28 14:59:59.000000 UTC    495.73041664
2017-10-28 15:59:59.000000 UTC  148614545.02023035  10516.92068235    63285446.68285359  -130027674.53434515  -34264253.74807070   -9457.56503956   -4599.99912223   -9.60400513  2017-10-28 15:59:59.000000 UTC    495.72476243
2017-10-28 16:59:59.000000 UTC  148612850.46984366  10516.19414441    27471649.18541516  -141967176.91922024  -34298811.83645296  -10325.18675710   -1995.18561798   -9.59498543  2017-10-28 16:59:59.000000 UTC    495.71911002
2017-10-28 17:59:59.000000 UTC  148611156.46198043  10515.46730821   -10209419.36589203  -144229904.91056073  -34333338.18126617  -10489.02180165     745.23986424   -9.58641308  2017-10-28 17:59:59.000000 UTC    495.71345942
2017-10-28 18:59:59.000000 UTC  148609463.00027020  10514.74017524   -47189518.15857920  -136662993.51948630  -34367834.83844515   -9938.00277081    3434.49707117   -9.57852896  2017-10-28 18:59:59.000000 UTC    495.70781064
2017-10-28 19:59:59.000000 UTC  148607770.08834782  10514.01274706   -80948535.63175794  -119783493.62267599  -34402304.65029350   -8709.78148477    5889.31905391   -9.57152657  2017-10-28 19:59:59.000000 UTC    495.70216369
2017-10-28 20:59:59.000000 UTC  148606077.72985410  10513.28502526  -109186229.56511663   -94743040.84576398  -34436751.05033851   -6888.15613399    7942.44141286   -9.56553900  2017-10-28 20:59:59.000000 UTC    495.69651859
2017-10-28 21:59:59.000000 UTC  148604385.92843488  10512.55701131  -129978958.77157559   -63249282.15372554  -34471177.82818986   -4597.35389097    9453.99919143   -9.56062984  2017-10-28 21:59:59.000000 UTC    495.69087535
2017-10-28 22:59:59.000000 UTC  148602694.68774176  10511.82870639  -141910727.17360560   -27449421.09157761  -34505588.86983275   -1993.55907719   10321.05486983   -9.55678873  2017-10-28 22:59:59.000000 UTC    495.68523398
2017-10-28 23:59:59.000000 UTC  148601004.01143152  10511.10011169  -144169613.18930030    10216176.51204908  -34539987.89124959     745.73536274   10484.60838798   -9.55393219  2017-10-28 23:59:59.000000 UTC    495.67959449
2017-10-29 00:59:59.000000 UTC  148599313.90316617  10510.37122938  -136603017.63144514    47180335.30617520  -34574378.18488833    3433.82706902    9933.61182050   -9.55190981  2017-10-29 00:59:59.000000 UTC    495.67395689
2017-10-29 01:59:59.000000 UTC  148597624.36661294  10509.64206130  -119727970.79215585    80924041.80962878  -34608762.39606269    5887.52938292    8705.71552542   -9.55051442  2017-10-29 01:59:59.000000 UTC    495.66832120
2017-10-29 02:59:59.000000 UTC  148595935.40544412  10508.91260644   -94695802.66702001   109148108.84754527  -34643142.34119265    7939.65505729    6884.69538529   -9.54949523  2017-10-29 02:59:59.000000 UTC    495.66268744
2017-10-29 03:59:59.000000 UTC  148594247.02333704  10508.18287021   -63213590.52373777   129929834.54820707  -34677518.88191038    9450.40784058    4594.73695712   -9.54857599  2017-10-29 03:59:59.000000 UTC    495.65705560
2017-10-29 04:59:59.000000 UTC  148592559.22397396  10507.45284929   -27427743.31449946   141853981.67268267  -34711891.86734644   10316.90572432    1991.96649099   -9.54747327  2017-10-29 04:59:59.000000 UTC    495.65142571
2017-10-29 05:59:59.000000 UTC  148590872.01104203  10506.72254867    10222337.93110249   144109154.66511473  -34746260.14307521   10480.18715082    -746.19359018   -9.54591631  2017-10-29 05:59:59.000000 UTC    495.64579777
2017-10-29 06:59:59.000000 UTC  148589185.38823295  10505.99196856    47170546.45356507   136543011.24804756  -34780621.62938257    9929.22301865   -3433.11904948   -9.54366480  2017-10-29 06:59:59.000000 UTC    495.64017180
2017-10-29 07:59:59.000000 UTC  148587499.35924324  10505.26111009    80898967.54762020   119672551.73346248  -34814973.46206005    8701.66153569   -5885.70356779   -9.54052567  2017-10-29 07:59:59.000000 UTC    495.63454782
2017-10-29 08:59:59.000000 UTC  148585813.92777380  10504.52997553   109109467.32188980    94648791.23065170  -34849312.18674177    6881.25560435   -7936.83692487   -9.53636598  2017-10-29 08:59:59.000000 UTC    495.62892582
2017-10-29 09:59:59.000000 UTC  148584129.09753013  10503.79856611   129880279.10812709    63178228.82848358  -34883633.99306718    4592.14854006   -9446.79126800   -9.53112204  2017-10-29 09:59:59.000000 UTC    495.62330583
2017-10-29 10:59:59.000000 UTC  148582444.87222186  10503.06688300   141796918.32432800    27406471.77469746  -34917934.97321131    1990.40800611  -10312.73965521   -9.52480368  2017-10-29 10:59:59.000000 UTC    495.61768786
2017-10-29 11:59:59.000000 UTC  148580761.25556302  10502.33492763   144048507.62431538   -10228048.96696015  -34952211.38668674    -746.61448414  -10475.75845281   -9.51749350  2017-10-29 11:59:59.000000 UTC    495.61207192
2017-10-29 12:59:59.000000 UTC  148579078.25127150  10501.60270196   136482952.72326642   -47160298.26717140  -34986459.91362244   -3432.37303788   -9924.83673473   -9.50934124  2017-10-29 12:59:59.000000 UTC    495.60645802
2017-10-29 13:59:59.000000 UTC  148577395.86306947  10500.87020786   119617214.54816753   -80873460.82650869  -35020677.87939119   -5883.84172306   -8697.61987211   -9.50055356  2017-10-29 13:59:59.000000 UTC    495.60084618
2017-10-29 14:59:59.000000 UTC  148575714.09468257  10500.13744662    94601984.07863268  -109070454.18754834  -35054863.43509139   -7933.98720915   -6877.83710746   -9.49137992  2017-10-29 14:59:59.000000 UTC    495.59523640
2017-10-29 15:59:59.000000 UTC  148574032.94984050  10499.40441935    63143173.78420232  -129830442.69327737  -35089015.68163366   -9443.14973814   -4589.58890032   -9.48209552  2017-10-29 15:59:59.000000 UTC    495.58962871
2017-10-29 16:59:59.000000 UTC  148572352.43227634  10498.67112768    27385582.14533814  -141739688.17736354  -35123134.72919539  -10308.55697493   -1988.88380867   -9.47298266  2017-10-29 16:59:59.000000 UTC    495.58402311
2017-10-29 17:59:59.000000 UTC  148570672.54572657  10497.93757353   -10233335.13279002  -143987823.63773380  -35157221.68798887  -10471.32263846     746.99794224   -9.46431144  2017-10-29 17:59:59.000000 UTC    495.57841961
2017-10-29 18:59:59.000000 UTC  148568993.29393116  10497.20375843   -47149617.52565886  -136422993.83424553  -35191278.59083340   -9920.45332166    3431.58902212   -9.45632138  2017-10-29 18:59:59.000000 UTC    495.57281823
2017-10-29 19:59:59.000000 UTC  148567314.68063322  10496.46968360   -80847549.66954465  -119562110.89778000  -35225308.25289903   -8693.59086943    5881.94392409   -9.44920513  2017-10-29 19:59:59.000000 UTC    495.56721897
2017-10-29 20:59:59.000000 UTC  148565636.70957870  10495.73535056  -109031098.60983899   -94555532.45353286  -35259314.07845270   -6874.44019122    7931.10606626   -9.44309546  2017-10-29 20:59:59.000000 UTC    495.56162187
2017-10-29 21:59:59.000000 UTC  148563959.38451654  10495.00076119  -129780355.43771760   -63108575.94446600  -35293299.82766609   -4587.05827634    9439.48347474   -9.43805619  2017-10-29 21:59:59.000000 UTC    495.55602691
2017-10-29 22:59:59.000000 UTC  148562282.70919836  10494.26591713  -141682322.09714407   -27365224.07301262  -35327269.35899105   -1987.39406391   10304.35796022   -9.43407778  2017-10-29 22:59:59.000000 UTC    495.55043412
2017-10-29 23:59:59.000000 UTC  148560606.68737823  10493.53081976  -143927134.01482860    10238047.84010270  -35361226.36480847     747.34388431   10466.88001453   -9.43107807  2017-10-29 23:59:59.000000 UTC    495.54484352
2017-10-30 00:59:59.000000 UTC  148558931.32281274  10492.79547014  -136363166.01931160    47138356.75998050  -35395174.11928715    3430.76701154    9916.07309304   -9.42890827  2017-10-30 00:59:59.000000 UTC    495.53925510
2017-10-30 01:59:59.000000 UTC  148557256.61926052  10492.05986894  -119507272.02469718    80821087.71646428  -35429115.25544269    5880.01026952    8689.57482554   -9.42736292  2017-10-30 01:59:59.000000 UTC    495.53366889
2017-10-30 02:59:59.000000 UTC  148555582.58048240  10491.32401865   -94509467.09039950   108991255.23839249  -35463051.58435745    7928.19367790    6871.06511516   -9.42619340  2017-10-30 02:59:59.000000 UTC    495.52808490
2017-10-30 03:59:59.000000 UTC  148553909.21024084  10490.58791921   -63074465.26137584   129729872.82294749  -35496983.97016052    9435.79272716    4584.55686710   -9.42512551  2017-10-30 03:59:59.000000 UTC    495.52250314
2017-10-30 04:59:59.000000 UTC  148552236.51230004  10489.85157578   -27345426.51606656   141624676.15006340  -35530912.27157565   10300.14291043    1985.93889563   -9.42387784  2017-10-30 04:59:59.000000 UTC    495.51692362
2017-10-30 05:59:59.000000 UTC  148550564.49042574  10489.11498494    10242159.26199554   143866295.11656750  -35564835.35050830   10462.43090639    -747.65227139   -9.42218118  2017-10-30 05:59:59.000000 UTC    495.51134635
2017-10-30 06:59:59.000000 UTC  148548893.14838480  10488.37815157    47126489.33301271   136303325.62118942  -35598751.14887732    9911.69637913   -3429.90705496   -9.41979672  2017-10-30 06:59:59.000000 UTC    495.50577136
2017-10-30 07:59:59.000000 UTC  148547222.48994520  10487.64107699    80794049.49579613   119452553.94049476  -35632656.82827091    8685.57205544   -5878.04089457   -9.41653211  2017-10-30 07:59:59.000000 UTC    495.50019864
2017-10-30 08:59:59.000000 UTC  148545552.51887587  10486.90376100   108950899.67381704    94463643.36892699  -35666548.96218778    6867.71215592   -7925.25025759   -9.41225490  2017-10-30 08:59:59.000000 UTC    495.49462822
2017-10-30 09:59:59.000000 UTC  148543883.23894620  10486.16620577   129678971.34975854    63040696.22155601  -35700423.76885296    4582.08489474   -9432.07777866   -9.40690123  2017-10-30 09:59:59.000000 UTC    495.48906010
2017-10-30 10:59:59.000000 UTC  148542214.65392610  10485.42841326   141566727.50890770    27326042.84825781  -35734277.36735284    1984.51845314  -10295.91215725   -9.40048024  2017-10-30 10:59:59.000000 UTC    495.48349430
2017-10-30 11:59:59.000000 UTC  148540546.76758566  10484.69038475   143805284.50764826   -10245817.28950078  -35768106.04096629    -747.92303706  -10457.97568198   -9.39307347  2017-10-30 11:59:59.000000 UTC    495.47793083
2017-10-30 12:59:59.000000 UTC  148538879.58369500  10483.95212201   136243450.28044820   -47114164.48801740  -35801906.48910362   -3429.00917707   -9907.32355811   -9.38482921  2017-10-30 12:59:59.000000 UTC    495.47236970
2017-10-30 13:59:59.000000 UTC  148537213.10602394  10483.21362683   119397934.03518833   -80766585.58737852  -35835676.05040883   -5876.03591279   -8681.58291954   -9.37595230  2017-10-30 13:59:59.000000 UTC    495.46681093
2017-10-30 14:59:59.000000 UTC  148535547.33834183  10482.47490025    94418038.11924613  -108910183.73081923  -35869412.88246258   -7922.27600199   -6864.38163623   -9.36669026  2017-10-30 14:59:59.000000 UTC    495.46125453
2017-10-30 15:59:59.000000 UTC  148533882.28441718  10481.73594341    63007244.81593510  -129627803.89451168  -35903116.08582095   -9428.33889325   -4579.64262166   -9.35731642  2017-10-30 15:59:59.000000 UTC    495.45570050
2017-10-30 16:59:59.000000 UTC  148532217.94801757  10480.99675837    27307048.00447967  -141508629.86696800  -35936785.76350259  -10291.66601982   -1983.13292501   -9.34811119  2017-10-30 16:59:59.000000 UTC    495.45014888
2017-10-30 17:59:59.000000 UTC  148530554.33290940  10480.25734726   -10249048.19298593  -143744256.40670288  -35970423.01201460  -10453.51468756     748.15607897   -9.33934297  2017-10-30 17:59:59.000000 UTC    495.44459965
2017-10-30 18:59:59.000000 UTC  148528891.44285756  10479.51771131   -47101409.75588640  -136183694.42472730  -36004029.84507097   -9902.95498293    3428.07336497   -9.33125001  2017-10-30 18:59:59.000000 UTC    495.43905285
2017-10-30 19:59:59.000000 UTC  148527229.28162512  10478.77785148   -80738724.77468193  -119343566.61936520  -36037609.05503777   -8677.60775531    5873.99540076   -9.32402416  2017-10-30 19:59:59.000000 UTC    495.43350848
2017-10-30 20:59:59.000000 UTC  148525567.85297295  10478.03776964  -108869137.34357560   -94372805.22632717  -36071164.02096640   -6861.07385367    7919.27106842   -9.31779763  2017-10-30 20:59:59.000000 UTC    495.42796655
2017-10-30 21:59:59.000000 UTC  148523907.16065994  10477.29746788  -129576401.36309758   -62974264.23525921  -36104698.47659072   -4577.23028780    9424.57629804   -9.31263418  2017-10-30 21:59:59.000000 UTC    495.42242707
2017-10-30 22:59:59.000000 UTC  148522247.20844212  10476.55694688  -141450414.86283597   -27288594.26329402  -36138216.25524017   -1981.78247669   10287.40477612   -9.30852512  2017-10-30 22:59:59.000000 UTC    495.41689007
2017-10-30 23:59:59.000000 UTC  148520588.00007270  10475.81620724  -143683242.89674678    10251700.75606185  -36171721.02858752     748.35131695   10449.04823054   -9.30538974  2017-10-30 23:59:59.000000 UTC    495.41135555
2017-10-31 00:59:59.000000 UTC  148518929.53930180  10475.07525178  -136124090.26432097    47088075.04729082  -36205216.05448315    3427.09962778    9898.59096662   -9.30308004  2017-10-31 00:59:59.000000 UTC    495.40582352
2017-10-31 01:59:59.000000 UTC  148517271.82987592  10474.33408279  -119289483.71158749    80710318.07349144  -36238703.95154890    5871.91945578    8673.64686086   -9.30139119  2017-10-31 01:59:59.000000 UTC    495.40029399
2017-10-31 02:59:59.000000 UTC  148515614.87553775  10473.59270051   -94327976.20955357   108827612.53923666  -36272186.52188931    7916.23563616    6857.78906918   -9.30007716  2017-10-31 02:59:59.000000 UTC    495.39476699
2017-10-31 03:59:59.000000 UTC  148513958.68002608  10472.85110734   -62941785.22536638   129524616.62248735  -36305664.63038541    9420.79024024    4574.84809550   -9.29886560  2017-10-31 03:59:59.000000 UTC    495.38924251
2017-10-31 04:59:59.000000 UTC  148512303.24707514  10472.10930297   -27270711.38220821   141391935.96360080  -36339138.14229099   10283.12872304    1980.46723671   -9.29747737  2017-10-31 04:59:59.000000 UTC    495.38372058
2017-10-31 05:59:59.000000 UTC  148510648.58041424  10471.36729061    10253746.35584321   143622097.76034900  -36372605.93306569   10444.57664258    -748.50870599   -9.29564470  2017-10-31 05:59:59.000000 UTC    495.37820121
2017-10-31 06:59:59.000000 UTC  148508994.68376810  10470.62507072    47074132.96062252   136064491.58030996  -36406065.96407872    9894.23185203   -3426.08801222   -9.29313021  2017-10-31 06:59:59.000000 UTC    495.37268440
2017-10-31 07:59:59.000000 UTC  148507341.56085557  10469.88264589    80681339.29338579   119235538.75921564  -36439515.42073207    8669.70056179   -5869.80821564   -9.28974280  2017-10-31 07:59:59.000000 UTC    495.36717018
2017-10-31 08:59:59.000000 UTC  148505689.21538994  10469.14001593   108785584.23381825    94283403.86638062  -36472950.90356389    6854.52756769   -7913.16992609   -9.28535045  2017-10-31 08:59:59.000000 UTC    495.36165855
2017-10-31 09:59:59.000000 UTC  148504037.65107850  10468.39718294   129472425.50935459    62909659.66172903  -36506368.65867368    4572.49626892   -9416.98100955   -9.27988943  2017-10-31 09:59:59.000000 UTC    495.35614952
2017-10-31 10:59:59.000000 UTC  148502386.87162190  10467.65414945   141333169.68020526    27253250.09409913  -36539764.83262655    1979.18735329  -10278.83820370   -9.27336846  2017-10-31 10:59:59.000000 UTC    495.35064312
2017-10-31 11:59:59.000000 UTC  148500736.88071410  10466.91091652   143560797.88546783   -10255335.54871873  -36573135.73356986    -748.62818571  -10440.10029251   -9.26586805  2017-10-31 11:59:59.000000 UTC    495.34513934
2017-10-31 12:59:59.000000 UTC  148499087.68204197  10466.16748517   136004875.31583020   -47059735.39246818  -36606478.08127879   -3425.03854784   -9889.87801095   -9.25753509  2017-10-31 12:59:59.000000 UTC    495.33963820
2017-10-31 13:59:59.000000 UTC  148497439.27928466  10465.42385728   119181708.44199875   -80651941.64176482  -36639789.22926012   -5867.66179622   -8665.76921119   -9.24857274  2017-10-31 13:59:59.000000 UTC    495.33413972
2017-10-31 14:59:59.000000 UTC  148495791.67611355  10464.68003475    94239064.31363736  -108743206.84269528  -36673067.34338740   -7910.07413391   -6851.28966417   -9.23922656  2017-10-31 14:59:59.000000 UTC    495.32864391
2017-10-31 15:59:59.000000 UTC  148494144.87619180  10463.93601898    62877862.82419966  -129419983.47782679  -36706311.52501714   -9413.14887185   -4570.17506634   -9.22976774  2017-10-31 15:59:59.000000 UTC    495.32315078
2017-10-31 16:59:59.000000 UTC  148492498.88317360  10463.19181132    27236184.62459829  -141274272.26635087  -36739521.87055621  -10274.53353263   -1977.94300986   -9.22047473  2017-10-31 16:59:59.000000 UTC    495.31766034
2017-10-31 17:59:59.000000 UTC  148490853.70070450  10462.44741340   -10256495.30230938  -143499500.03766355  -36772699.46330189  -10435.61952519     748.70965655   -9.21161422  2017-10-31 17:59:59.000000 UTC    495.31217260
2017-10-31 18:59:59.000000 UTC  148489209.33242010  10461.70282690   -47044910.57318184  -135945398.43490276  -36805846.29789330   -9885.52979606    3423.95122435   -9.20342293  2017-10-31 18:59:59.000000 UTC    495.30668758
2017-10-31 19:59:59.000000 UTC  148487565.78194666  10460.95805331   -80622154.60006103  -119128149.59826430  -36838965.14270401   -8661.85314721    5865.48027712   -9.19609156  2017-10-31 19:59:59.000000 UTC    495.30120528
2017-10-31 20:59:59.000000 UTC  148485923.05289978  10460.21309416  -108700510.99885036   -94195113.95371431  -36872059.34996396   -6848.07565676    7906.94842041   -9.18975193  2017-10-31 20:59:59.000000 UTC    495.29572573
